message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.413425])";"30";"turtlesim1.sim";"1759845844.273161495";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.438299])";"30";"turtlesim1.sim";"1759845844.257437424";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.463174])";"30";"turtlesim1.sim";"1759845844.241680288";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.488048])";"30";"turtlesim1.sim";"1759845844.225773957";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.512923])";"30";"turtlesim1.sim";"1759845844.209498484";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.537797])";"30";"turtlesim1.sim";"1759845844.194116397";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.562672])";"30";"turtlesim1.sim";"1759845844.177160438";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.587546])";"30";"turtlesim1.sim";"1759845844.161519202";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.612420])";"30";"turtlesim1.sim";"1759845844.145728257";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.637295])";"30";"turtlesim1.sim";"1759845844.129588099";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.662169])";"30";"turtlesim1.sim";"1759845844.113219372";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.687044])";"30";"turtlesim1.sim";"1759845844.097994727";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.711918])";"30";"turtlesim1.sim";"1759845844.081808790";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.736793])";"30";"turtlesim1.sim";"1759845844.065357061";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.761667])";"30";"turtlesim1.sim";"1759845844.049937220";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.786542])";"30";"turtlesim1.sim";"1759845844.033202322";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.811416])";"30";"turtlesim1.sim";"1759845844.017462236";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.836291])";"30";"turtlesim1.sim";"1759845844.001266561";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.861165])";"30";"turtlesim1.sim";"1759845843.985980401";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.886040])";"30";"turtlesim1.sim";"1759845843.969324293";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.910914])";"30";"turtlesim1.sim";"1759845843.953721403";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.935789])";"30";"turtlesim1.sim";"1759845843.937654403";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.960663])";"30";"turtlesim1.sim";"1759845843.921238742";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=1.985538])";"30";"turtlesim1.sim";"1759845843.905890570";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.010412])";"30";"turtlesim1.sim";"1759845843.889866996";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.035287])";"30";"turtlesim1.sim";"1759845843.873311319";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.060161])";"30";"turtlesim1.sim";"1759845843.857378901";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.085036])";"30";"turtlesim1.sim";"1759845843.841998648";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.109910])";"30";"turtlesim1.sim";"1759845843.825040399";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.134785])";"30";"turtlesim1.sim";"1759845843.809343153";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.209408])";"30";"turtlesim1.sim";"1759845843.761541499";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.333781])";"30";"turtlesim1.sim";"1759845843.681477410";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.358655])";"30";"turtlesim1.sim";"1759845843.665538110";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.383530])";"30";"turtlesim1.sim";"1759845843.649865478";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.408404])";"30";"turtlesim1.sim";"1759845843.633131007";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.433279])";"30";"turtlesim1.sim";"1759845843.617554201";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.458153])";"30";"turtlesim1.sim";"1759845843.601248351";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.483028])";"30";"turtlesim1.sim";"1759845843.585576710";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.507902])";"30";"turtlesim1.sim";"1759845843.569929886";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.532777])";"30";"turtlesim1.sim";"1759845843.553974885";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.557651])";"30";"turtlesim1.sim";"1759845843.537368035";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.582526])";"30";"turtlesim1.sim";"1759845843.521425064";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.607400])";"30";"turtlesim1.sim";"1759845843.505076970";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.632275])";"30";"turtlesim1.sim";"1759845843.489120004";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.657149])";"30";"turtlesim1.sim";"1759845843.473398352";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.682024])";"30";"turtlesim1.sim";"1759845843.457533463";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.706898])";"30";"turtlesim1.sim";"1759845843.441863076";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.731773])";"30";"turtlesim1.sim";"1759845843.425996162";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.756647])";"30";"turtlesim1.sim";"1759845843.409701520";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.781522])";"30";"turtlesim1.sim";"1759845843.393262998";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.806396])";"30";"turtlesim1.sim";"1759845843.378217993";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.831271])";"30";"turtlesim1.sim";"1759845843.361672376";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.856145])";"30";"turtlesim1.sim";"1759845843.345141819";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.881020])";"30";"turtlesim1.sim";"1759845843.329147188";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.905894])";"30";"turtlesim1.sim";"1759845843.313171168";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.930769])";"30";"turtlesim1.sim";"1759845843.297385241";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.955643])";"30";"turtlesim1.sim";"1759845843.281477219";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=2.980518])";"30";"turtlesim1.sim";"1759845843.265659091";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.005392])";"30";"turtlesim1.sim";"1759845843.249959455";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.030267])";"30";"turtlesim1.sim";"1759845843.233659112";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.055141])";"30";"turtlesim1.sim";"1759845843.217812968";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.080016])";"30";"turtlesim1.sim";"1759845843.201174456";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.104890])";"30";"turtlesim1.sim";"1759845843.185000912";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.129765])";"30";"turtlesim1.sim";"1759845843.169139388";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.154639])";"30";"turtlesim1.sim";"1759845843.153139395";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.502882])";"30";"turtlesim1.sim";"1759845842.929843715";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.527757])";"30";"turtlesim1.sim";"1759845842.913741197";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.552631])";"30";"turtlesim1.sim";"1759845842.897357635";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.577506])";"30";"turtlesim1.sim";"1759845842.881933789";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.602380])";"30";"turtlesim1.sim";"1759845842.865388613";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.627255])";"30";"turtlesim1.sim";"1759845842.849277605";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.652129])";"30";"turtlesim1.sim";"1759845842.833491327";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.677004])";"30";"turtlesim1.sim";"1759845842.818006893";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.701878])";"30";"turtlesim1.sim";"1759845842.801307286";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.726753])";"30";"turtlesim1.sim";"1759845842.785350010";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.751627])";"30";"turtlesim1.sim";"1759845842.769731526";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.776502])";"30";"turtlesim1.sim";"1759845842.753292845";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.801376])";"30";"turtlesim1.sim";"1759845842.737488448";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.826251])";"30";"turtlesim1.sim";"1759845842.721766784";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.851125])";"30";"turtlesim1.sim";"1759845842.705079831";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.876000])";"30";"turtlesim1.sim";"1759845842.689390040";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.900874])";"30";"turtlesim1.sim";"1759845842.673637455";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.925749])";"30";"turtlesim1.sim";"1759845842.658130769";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.950623])";"30";"turtlesim1.sim";"1759845842.641239039";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=3.975498])";"30";"turtlesim1.sim";"1759845842.625726126";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.000372])";"30";"turtlesim1.sim";"1759845842.610008898";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.025247])";"30";"turtlesim1.sim";"1759845842.593541481";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.050121])";"30";"turtlesim1.sim";"1759845842.578224148";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.074996])";"30";"turtlesim1.sim";"1759845842.561656391";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.099870])";"30";"turtlesim1.sim";"1759845842.545636382";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
"Oh no! I hit the wall! (Clamping from [x=-0.020131, y=4.124745])";"30";"turtlesim1.sim";"1759845842.529746319";"/home/artem/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:288"
